date,type,category,description,amount,memo
2020-09-09,지출,쇼핑,온라인쇼핑,-483271,
2020-09-09,지출,쇼핑,생활용품,-29682,현금
2020-09-11,지출,교통,지하철,-48512,
2020-09-12,지출,여행,여행 경비,-534827,
2020-09-12,지출,문화/여가,스포츠센터,-36034,
2020-09-12,지출,여행,항공권,-681913,현금
2020-09-13,지출,여행,숙박비,-492083,
2020-09-13,지출,교통,주차비,-118198,
2020-09-14,지출,통신,인터넷 요금,-55553,카드결제
2020-09-14,지출,주거,인터넷 설치,-273030,카드결제
2020-09-15,지출,교육,교재 구입,-88780,
2020-09-15,지출,교통,주차비,-45509,
2020-09-16,지출,쇼핑,온라인쇼핑,-381325,현금
2020-09-17,지출,문화/여가,도서 구입,-101017,
2020-09-17,지출,교통,주차비,-90355,
2020-09-18,지출,식비,한식당,-12046,
2020-09-18,지출,문화/여가,스포츠센터,-85181,카드결제
2020-09-18,지출,교육,학원비,-103903,
2020-09-18,지출,주거,가스비,-48941,
2020-09-20,지출,주거,수도세,-169950,현금
2020-09-20,지출,식비,저녁외식,-70024,카드결제
2020-09-20,지출,통신,휴대폰 요금,-35004,현금
2020-09-20,지출,의료,치과,-14840,
2020-09-21,지출,주거,인터넷 설치,-230094,메모_1434
2020-09-21,지출,식비,편의점,-62488,
2020-09-21,지출,식비,분식집,-19044,
2020-09-22,지출,통신,휴대폰 요금,-59315,현금
2020-09-22,수입,급여,이자 수입,4922639,메모_2084
2020-09-22,지출,저축/투자,펀드 투자,-759957,
2020-09-22,지출,문화/여가,스포츠센터,-78509,
2020-09-23,지출,여행,여행 경비,-136620,현금
2020-09-23,수입,기타수입,용돈,316052,카드결제
2020-09-23,수입,기타수입,환급금,30411,
2020-09-23,수입,기타수입,환급금,109131,
2020-09-24,지출,식비,점심식사,-43516,카드결제
2020-09-24,지출,통신,케이블TV,-50062,
2020-09-25,지출,교육,학원비,-141549,메모_961
2020-09-25,수입,급여,보너스,3915972,
2020-09-25,지출,주거,인터넷 설치,-108759,
2020-09-25,지출,주거,수도세,-249589,카드결제
2020-09-26,지출,교육,자격증 시험,-480749,카드결제
2020-09-26,지출,통신,케이블TV,-49683,현금
2020-09-26,지출,쇼핑,온라인쇼핑,-304890,현금
2020-09-27,지출,주거,관리비,-155114,
2020-09-27,수입,기타수입,중고 판매,56372,메모_991
2020-09-27,지출,저축/투자,펀드 투자,-278005,현금
2020-09-28,지출,식비,마트,-15648,카드결제
2020-09-28,지출,식비,분식집,-60098,메모_2623
2020-09-28,지출,교육,학원비,-335329,카드결제
2020-09-28,수입,기타수입,환급금,322673,카드결제
2020-09-28,지출,주거,수도세,-112683,
2020-09-29,지출,쇼핑,온라인쇼핑,-97748,
2020-09-29,지출,식비,편의점,-72349,
2020-09-29,지출,식비,분식집,-64133,
2020-09-30,지출,문화/여가,공연 티켓,-28414,
2020-10-01,수입,급여,이자 수입,4573559,메모_2680
2020-10-02,지출,쇼핑,가전제품,-199871,카드결제
2020-10-02,지출,쇼핑,온라인쇼핑,-484935,
2020-10-02,지출,통신,휴대폰 요금,-110964,카드결제
2020-10-02,수입,기타수입,용돈,398597,현금
2020-10-02,수입,급여,월급,2613525,현금
2020-10-03,지출,저축/투자,펀드 투자,-438918,현금
2020-10-04,지출,식비,일식당,-61580,메모_3056
2020-10-05,지출,교통,버스,-149914,
2020-10-06,지출,저축/투자,적금 납입,-923485,
2020-10-06,지출,문화/여가,OTT 구독,-67903,메모_3627
2020-10-07,지출,통신,케이블TV,-34464,메모_667
2020-10-07,지출,식비,저녁외식,-62609,
2020-10-08,지출,주거,관리비,-99317,
2020-10-08,수입,기타수입,용돈,390705,카드결제
2020-10-08,지출,저축/투자,적금 납입,-54204,메모_2697
2020-10-08,지출,문화/여가,공연 티켓,-36469,메모_4760
2020-10-10,지출,저축/투자,주식 매수,-62704,메모_4242
2020-10-12,수입,기타수입,환급금,264731,
2020-10-12,지출,식비,편의점,-77883,현금
2020-10-13,지출,주거,전기세,-94475,현금
2020-10-15,지출,통신,휴대폰 요금,-78442,메모_895
2020-10-15,지출,통신,인터넷 요금,-38407,
2020-10-16,지출,저축/투자,적금 납입,-449917,메모_1133
2020-10-16,지출,의료,안과,-88442,
2020-10-17,지출,교통,지하철,-28350,
2020-10-17,지출,문화/여가,OTT 구독,-117439,
2020-10-18,지출,쇼핑,가전제품,-293418,
2020-10-18,지출,식비,분식집,-19315,카드결제
2020-10-18,수입,기타수입,중고 판매,324832,
2020-10-19,지출,문화/여가,공연 티켓,-30191,
2020-10-19,지출,저축/투자,주식 매수,-535239,카드결제
2020-10-20,지출,교통,주차비,-11332,메모_4438
2020-10-20,수입,기타수입,중고 판매,479508,카드결제
2020-10-21,지출,통신,케이블TV,-57010,
2020-10-21,지출,저축/투자,적금 납입,-148351,현금
2020-10-22,지출,식비,편의점,-60176,메모_9
2020-10-22,지출,통신,인터넷 요금,-56186,
2020-10-22,지출,여행,항공권,-1332763,
2020-10-23,지출,여행,항공권,-882534,메모_3226
2020-10-25,지출,쇼핑,온라인쇼핑,-327998,
2020-10-25,지출,통신,케이블TV,-33412,
2020-10-26,지출,교육,온라인 강의,-508162,
2020-10-27,지출,쇼핑,생활용품,-370566,카드결제
2020-10-27,지출,쇼핑,옷 구입,-276801,
2020-10-28,지출,식비,편의점,-41654,
2020-10-28,지출,교육,자격증 시험,-106978,
2020-10-28,지출,교육,교재 구입,-550695,
2020-10-28,지출,저축/투자,주식 매수,-375490,메모_4064
2020-10-29,지출,쇼핑,옷 구입,-346770,메모_88
2020-10-29,지출,주거,수도세,-224494,
2020-10-29,수입,급여,이자 수입,2935073,
2020-10-30,지출,주거,전기세,-109572,카드결제
2020-10-30,수입,기타수입,용돈,287252,
2020-11-01,지출,문화/여가,OTT 구독,-101348,
2020-11-01,수입,급여,이자 수입,4518371,
2020-11-01,지출,교통,주유비,-87888,
2020-11-03,지출,교통,주차비,-68580,
2020-11-03,지출,저축/투자,펀드 투자,-880081,
2020-11-03,지출,저축/투자,펀드 투자,-273479,메모_4436
2020-11-04,수입,급여,프리랜서 수입,3705256,
2020-11-04,지출,교육,학원비,-374603,현금
2020-11-04,지출,통신,인터넷 요금,-97070,
2020-11-04,지출,여행,숙박비,-334138,메모_4030
2020-11-05,지출,여행,여행 경비,-335583,
2020-11-05,지출,주거,가스비,-181847,현금
2020-11-07,지출,교통,고속도로 통행료,-107573,
2020-11-07,지출,교통,지하철,-44655,
2020-11-07,지출,통신,케이블TV,-101723,
2020-11-08,수입,급여,보너스,2513959,
2020-11-08,지출,통신,케이블TV,-87025,
2020-11-08,지출,저축/투자,펀드 투자,-124755,현금
2020-11-09,지출,식비,편의점,-69476,카드결제
2020-11-09,지출,통신,인터넷 요금,-81654,메모_4930
2020-11-10,지출,여행,숙박비,-869549,
2020-11-10,수입,기타수입,환급금,407619,메모_2813
2020-11-10,지출,의료,안과,-45413,
2020-11-10,수입,기타수입,중고 판매,284187,현금
2020-11-11,지출,여행,항공권,-855234,메모_317
2020-11-11,지출,통신,휴대폰 요금,-47723,
2020-11-11,지출,주거,전기세,-108494,메모_1597
2020-11-11,수입,급여,보너스,3849150,카드결제
2020-11-11,지출,교통,고속도로 통행료,-72028,
2020-11-12,수입,기타수입,환급금,260303,현금
2020-11-13,지출,교육,교재 구입,-179410,메모_1251
2020-11-13,지출,주거,인터넷 설치,-42254,
2020-11-14,수입,기타수입,환급금,310626,현금
2020-11-14,지출,주거,인터넷 설치,-146863,메모_571
2020-11-14,지출,주거,관리비,-262145,메모_4015
2020-11-15,지출,여행,숙박비,-1315568,카드결제
2020-11-15,지출,교육,온라인 강의,-113194,
2020-11-15,지출,쇼핑,가전제품,-401436,
2020-11-17,지출,교통,지하철,-21877,메모_1015
2020-11-17,수입,급여,이자 수입,4871469,카드결제
2020-11-17,지출,저축/투자,주식 매수,-602838,
2020-11-18,지출,교통,버스,-30775,
2020-11-18,지출,저축/투자,주식 매수,-576242,카드결제
2020-11-19,수입,기타수입,용돈,58477,현금
2020-11-19,지출,저축/투자,펀드 투자,-908092,현금
2020-11-20,지출,의료,치과,-87177,현금
2020-11-20,지출,의료,한의원,-140426,현금
2020-11-20,수입,기타수입,중고 판매,71040,카드결제
2020-11-21,지출,의료,약국,-29545,카드결제
2020-11-21,지출,여행,숙박비,-503992,
2020-11-22,지출,주거,수도세,-95369,
2020-11-22,지출,쇼핑,화장품,-268903,
2020-11-22,지출,저축/투자,적금 납입,-66173,카드결제
2020-11-23,수입,급여,이자 수입,3261358,현금
2020-11-24,지출,여행,여행 경비,-378899,
2020-11-24,수입,급여,프리랜서 수입,2735041,메모_673
2020-11-24,지출,저축/투자,주식 매수,-906058,
2020-11-25,수입,기타수입,중고 판매,349629,
2020-11-25,지출,의료,약국,-115872,메모_1401
2020-11-25,지출,의료,병원 진료,-121824,
2020-11-25,지출,통신,인터넷 요금,-67422,
2020-11-25,지출,교육,온라인 강의,-417769,
2020-11-26,수입,기타수입,환급금,77876,현금
2020-11-26,지출,쇼핑,신발 구입,-276940,메모_2441
2020-11-27,지출,의료,치과,-19805,
2020-11-28,지출,교육,교재 구입,-526111,카드결제
2020-11-28,수입,급여,보너스,3790932,현금
2020-11-29,지출,문화/여가,스포츠센터,-50851,현금
2020-11-29,수입,기타수입,중고 판매,376611,메모_1953
2020-11-30,지출,교통,택시,-138828,
2020-12-01,수입,기타수입,환급금,67399,
2020-12-03,지출,교육,교재 구입,-159385,카드결제
2020-12-03,지출,문화/여가,게임 아이템,-93392,메모_4652
2020-12-05,수입,기타수입,중고 판매,184218,
2020-12-06,지출,식비,점심식사,-56296,
2020-12-06,지출,교육,자격증 시험,-66730,
2020-12-07,지출,통신,케이블TV,-61149,현금
2020-12-07,지출,교통,고속도로 통행료,-143668,메모_3553
2020-12-07,지출,여행,항공권,-1125867,카드결제
2020-12-08,지출,문화/여가,공연 티켓,-32221,메모_1946
2020-12-08,수입,급여,프리랜서 수입,4754446,현금
2020-12-08,지출,저축/투자,적금 납입,-190321,현금
2020-12-08,지출,문화/여가,공연 티켓,-17368,
2020-12-09,지출,통신,인터넷 요금,-28333,
2020-12-10,수입,기타수입,용돈,363548,
2020-12-10,수입,급여,프리랜서 수입,2506433,현금
2020-12-11,지출,문화/여가,도서 구입,-10130,현금
2020-12-11,지출,의료,약국,-102186,카드결제
2020-12-12,지출,교통,주유비,-88920,
2020-12-13,지출,쇼핑,신발 구입,-71793,
2020-12-14,지출,의료,치과,-177386,
2020-12-14,지출,쇼핑,가전제품,-121011,현금
2020-12-14,지출,의료,치과,-174580,
2020-12-14,수입,기타수입,중고 판매,486150,
2020-12-16,지출,교육,자격증 시험,-242279,메모_1771
2020-12-17,지출,식비,일식당,-34856,
2020-12-17,지출,식비,분식집,-9599,카드결제
2020-12-18,지출,문화/여가,OTT 구독,-97363,카드결제
2020-12-18,지출,통신,케이블TV,-82208,
2020-12-18,지출,교육,교재 구입,-336402,
2020-12-18,지출,주거,전기세,-226908,카드결제
2020-12-18,지출,교육,자격증 시험,-307460,카드결제
2020-12-19,수입,급여,월급,4401579,
2020-12-19,지출,의료,한의원,-121942,
2020-12-19,지출,교통,버스,-54788,현금
2020-12-20,수입,기타수입,용돈,334913,카드결제
2020-12-20,지출,여행,숙박비,-289431,카드결제
2020-12-20,수입,기타수입,용돈,259975,
2020-12-21,지출,주거,인터넷 설치,-162528,현금
2020-12-22,지출,주거,수도세,-200984,카드결제
2020-12-22,지출,여행,항공권,-1078956,메모_1428
2020-12-22,수입,기타수입,환급금,414005,
2020-12-23,수입,급여,월급,3004802,카드결제
2020-12-24,지출,교육,자격증 시험,-485798,
2020-12-26,지출,여행,여행 경비,-1060466,현금
2020-12-26,수입,급여,보너스,4488666,
2020-12-26,지출,교통,주차비,-88620,
2020-12-27,지출,교육,교재 구입,-162745,
2020-12-27,지출,교통,고속도로 통행료,-36239,카드결제
2020-12-27,지출,통신,케이블TV,-51965,현금
2020-12-27,지출,쇼핑,화장품,-366977,
2020-12-27,지출,교육,온라인 강의,-267786,
2020-12-27,지출,주거,수도세,-46898,메모_4940
2020-12-28,수입,급여,보너스,4120193,현금
2020-12-30,지출,쇼핑,생활용품,-417933,
2020-12-30,지출,저축/투자,주식 매수,-614380,
2020-12-30,지출,주거,가스비,-233135,메모_2275
2020-12-31,지출,의료,안과,-111737,카드결제
2020-12-31,지출,의료,안과,-85500,
2020-12-31,지출,저축/투자,펀드 투자,-585218,
2020-12-31,지출,저축/투자,주식 매수,-247296,
2020-12-31,지출,주거,관리비,-241128,
2021-01-01,지출,교통,택시,-108080,
2021-01-02,지출,저축/투자,적금 납입,-481257,메모_1658
2021-01-02,지출,교통,택시,-124622,메모_3322
2021-01-04,지출,문화/여가,영화관,-35938,카드결제
2021-01-04,지출,저축/투자,펀드 투자,-323907,현금
2021-01-04,지출,의료,병원 진료,-78975,메모_3196
2021-01-04,지출,여행,항공권,-812159,
2021-01-05,지출,주거,전기세,-56031,카드결제
2021-01-05,지출,교통,고속도로 통행료,-48625,카드결제
2021-01-05,지출,문화/여가,스포츠센터,-110052,메모_2020
2021-01-05,지출,통신,케이블TV,-79029,
2021-01-05,지출,쇼핑,화장품,-46161,
2021-01-06,지출,통신,인터넷 요금,-95989,
2021-01-06,지출,쇼핑,생활용품,-260598,카드결제
2021-01-07,지출,교통,버스,-143524,
2021-01-07,지출,쇼핑,화장품,-289308,카드결제
2021-01-07,지출,문화/여가,게임 아이템,-26418,
2021-01-08,지출,쇼핑,화장품,-217746,
2021-01-08,지출,교육,학원비,-430573,카드결제
2021-01-08,지출,교육,교재 구입,-413627,메모_1341
2021-01-08,수입,기타수입,용돈,137122,카드결제
2021-01-09,지출,의료,약국,-134127,
2021-01-09,지출,주거,인터넷 설치,-140897,
2021-01-10,지출,의료,병원 진료,-60107,현금
2021-01-10,수입,기타수입,용돈,33887,
2021-01-10,지출,주거,수도세,-202394,
2021-01-11,지출,저축/투자,주식 매수,-149335,
2021-01-11,지출,문화/여가,도서 구입,-102404,메모_1603
2021-01-12,지출,교통,KTX,-120693,현금
2021-01-12,수입,급여,보너스,2929236,
2021-01-13,지출,문화/여가,도서 구입,-112531,
2021-01-13,지출,여행,숙박비,-1454260,현금
2021-01-15,지출,쇼핑,화장품,-49860,
2021-01-15,지출,통신,휴대폰 요금,-117136,
2021-01-15,지출,의료,치과,-149974,
2021-01-15,지출,식비,배달음식,-21883,
2021-01-15,지출,여행,항공권,-234997,
2021-01-15,지출,주거,가스비,-297974,현금
2021-01-16,지출,쇼핑,가전제품,-462837,
2021-01-16,지출,통신,인터넷 요금,-111056,메모_280
2021-01-16,수입,급여,월급,4020570,
2021-01-16,수입,기타수입,중고 판매,81941,현금
2021-01-17,지출,교육,학원비,-537433,
2021-01-17,지출,식비,편의점,-23060,카드결제
2021-01-17,지출,여행,숙박비,-916342,카드결제
2021-01-17,지출,여행,항공권,-1434728,
2021-01-18,지출,여행,여행 경비,-898332,
2021-01-19,지출,의료,안과,-128948,현금
2021-01-19,지출,통신,인터넷 요금,-65091,
2021-01-19,수입,기타수입,환급금,338731,메모_4991
2021-01-20,지출,문화/여가,도서 구입,-43745,
2021-01-20,지출,여행,여행 경비,-193233,
2021-01-20,지출,교육,교재 구입,-264056,카드결제
2021-01-21,수입,급여,월급,3692361,메모_1128
2021-01-21,지출,식비,배달음식,-24702,
2021-01-22,지출,문화/여가,음악 스트리밍,-55326,현금
2021-01-22,지출,교육,학원비,-214052,
2021-01-22,지출,통신,휴대폰 요금,-26933,메모_2890
2021-01-23,지출,주거,수도세,-99694,
2021-01-23,지출,통신,휴대폰 요금,-100611,
2021-01-24,지출,교육,온라인 강의,-131724,카드결제
2021-01-24,지출,여행,숙박비,-1346654,현금
2021-01-25,지출,문화/여가,스포츠센터,-67580,
2021-01-25,지출,의료,치과,-131334,현금
2021-01-25,지출,여행,여행 경비,-953955,현금
2021-01-25,지출,저축/투자,펀드 투자,-494189,카드결제
2021-01-26,지출,주거,인터넷 설치,-69232,카드결제
2021-01-26,지출,문화/여가,음악 스트리밍,-8579,메모_4365
2021-01-28,지출,교육,교재 구입,-378477,메모_1772
2021-01-28,지출,저축/투자,적금 납입,-255802,
2021-01-28,수입,급여,이자 수입,3205152,
2021-01-28,지출,의료,한의원,-181635,
2021-01-28,지출,저축/투자,적금 납입,-154531,카드결제
2021-01-28,지출,주거,가스비,-109373,
2021-01-29,지출,저축/투자,적금 납입,-678950,카드결제
2021-01-29,지출,쇼핑,생활용품,-146193,
2021-01-29,지출,여행,숙박비,-1132192,
2021-01-29,지출,저축/투자,적금 납입,-255821,
2021-01-31,지출,주거,전기세,-249223,
2021-01-31,지출,주거,수도세,-248545,현금
2021-01-31,지출,문화/여가,게임 아이템,-87078,
2021-02-03,지출,의료,치과,-5575,
2021-02-04,지출,문화/여가,음악 스트리밍,-56842,
2021-02-04,지출,통신,휴대폰 요금,-22126,
